text_id,detected_item,n_cases
es_wr_c1_19_13_3_eap,in the end,1
es_wr_c1_19_13_3_emtl,after all,1
es_wr_c1_19_13_3_emtl,in the end,1
es_wr_c1_19_14_3_ims,if,1
es_wr_c1_19_14_3_mamo,that night,1
es_wr_c1_19_16_3_lcf,however,1
es_wr_c1_19_16_3_lsl,in the end,1
es_wr_c1_19_16_3_mom,in the end,1
es_wr_c1_19_16_3_pah,overall,1
es_wr_c1_19_9_3_vgm,although,1
es_wr_c1_19_9_3_vgm,but,1
es_wr_c1_20_10_13_sjm,next,1
es_wr_c1_20_11_3_mebq,regarding,1
es_wr_c1_20_12_3_mym,besides,1
es_wr_c1_20_13_14_mrtm,after all,1
es_wr_c1_20_13_14_mrtm,however,1
es_wr_c1_20_14_2_eae,besides,1
es_wr_c1_20_14_3_mdgbb,after,1
es_wr_c1_20_14_3_mts,however,1
es_wr_c1_20_14_3_pma,overall,1
es_wr_c1_20_15_14_rgf,after,1
es_wr_c1_20_15_14_rgf,because,1
es_wr_c1_20_15_14_rgf,in the end,1
es_wr_c1_20_17_13_mml,eventually,1
es_wr_c1_20_17_3_lcm,and,1
es_wr_c1_20_17_3_lcm,in the end,1
es_wr_c1_21_11_13_ak,while,1
es_wr_c1_21_11_3_dnv,although,1
es_wr_c1_21_13_13_mqr,the next morning,1
es_wr_c1_21_13_13_sml,the next morning,1
es_wr_c1_21_14_3_amnp,after,1
es_wr_c1_21_14_3_amnp,finally,2
es_wr_c1_21_14_3_amnp,on the other hand,1
es_wr_c1_21_14_3_amnp,while,1
es_wr_c1_21_15_13_aml,finally,1
es_wr_c1_21_15_13_aml,thanks to,1
es_wr_c1_21_15_13_aml,the following day,1
es_wr_c1_21_15_3_amqr,after,1
es_wr_c1_21_15_3_fram,first,1
es_wr_c1_21_15_3_fram,in addition,1
es_wr_c1_21_15_3_fram,in sum,1
es_wr_c1_21_15_3_iccr,overall,1
es_wr_c1_21_15_3_mdbn,overall,1
es_wr_c1_21_16_3_ilpm,in conclusion,1
es_wr_c1_21_16_3_pcg,after,1
es_wr_c1_21_16_3_pgm,in the end,1
es_wr_c1_21_16_3_pmf,eventually,1
es_wr_c1_21_16_3_pva,though,1
es_wr_c1_21_18_13_mcs,in the end,1
es_wr_c1_22_11_3_rhg,once,1
es_wr_c1_22_12_14_mvp,at that very moment,1
es_wr_c1_22_13_3_pcb,if,1
es_wr_c1_22_14_3_clb,regarding,1
es_wr_c1_22_15_3_avc,a bit later,1
es_wr_c1_22_15_3_avc,after,1
es_wr_c1_22_17_3_amv,regarding,1
es_wr_c1_22_17_3_mlcj,at this point,1
es_wr_c1_22_17_3_mrcc,all in all,1
es_wr_c1_22_18_3_imms,if,1
es_wr_c1_22_19_3_ppc,additionally,1
es_wr_c1_22_19_3_ppc,first of all,1
es_wr_c1_22_19_3_ppc,however,1
es_wr_c1_22_19_3_ppc,in conclusion,1
es_wr_c1_22_19_3_ppc,moreover,1
es_wr_c1_22_6_13_fz,the next morning,1
es_wr_c1_23_15_3_jsfd,in the end,1
es_wr_c1_23_15_3_jsfd,over time,1
es_wr_c1_23_15_3_jsfd,throughout,1
es_wr_c1_23_17_14_cfgm,another,1
es_wr_c1_23_17_14_cfgm,finally,1
es_wr_c1_23_19_3_jfog,finally,1
es_wr_c1_23_20_14_ghm,at the same time,1
es_wr_c1_24_17_3_bcy,since,1
es_wr_c1_24_9_13_rtf,the next morning,1
es_wr_c1_25_18_3_acdc,in the end,1
es_wr_c1_25_18_3_acdc,on the other hand,1
es_wr_c1_26_18_3_mvg,despite,1
es_wr_c1_26_19_3_grt,however,1
es_wr_c1_26_19_3_grt,overall,1
es_wr_c1_26_20_3_bmm,since,1
es_wr_c1_31_17_14_pmm,after,1
es_wr_c1_31_17_14_pmm,again,1
es_wr_c1_33_28_3_mlr,in the end,1
es_wr_c1_33_29_3_lfr,in the end,1
es_wr_c1_34_25_3_ams,nevertheless,1
es_wr_c1_41_11_3_rmme,after,1
es_wr_c1_57_4_3_cmc,since,1
es_wr_c1_60_2.5_14_fh,after,1
es_wr_c1_60_2.5_14_fh,then,1
es_wr_c2_18_13_3_mmf,at first,1
es_wr_c2_19_13_14_psr,finally,1
es_wr_c2_19_13_14_psr,then,1
es_wr_c2_19_13_3_aln,since,1
es_wr_c2_19_14_3_acd,but,1
es_wr_c2_19_14_3_jrm,to conclude,1
es_wr_c2_19_14_3_mmp,however,1
es_wr_c2_19_16_3_tmr,after,1
es_wr_c2_19_16_3_tmr,in a nutshell,1
es_wr_c2_20_14_13_psr,finally,1
es_wr_c2_20_14_13_psr,so,1
es_wr_c2_20_14_13_psr,then,1
es_wr_c2_20_16_13_alc,the next morning,1
es_wr_c2_20_17_13_rmv,finally,1
es_wr_c2_20_17_13_sfp,eventually,1
es_wr_c2_20_17_13_sfp,the next morning,1
es_wr_c2_21_11_3_sb,due to,1
es_wr_c2_21_11_3_sb,finally,1
es_wr_c2_21_11_3_sb,thus,1
es_wr_c2_21_11_3_vfv,through,1
es_wr_c2_21_15_13_smu,however,1
es_wr_c2_21_15_3_fjcg,in the end,1
es_wr_c2_21_15_3_scr,furthermore,1
es_wr_c2_21_15_3_scr,in addition,1
es_wr_c2_21_16_3_nmmb,although,1
es_wr_c2_22_12_3_srb,after,1
es_wr_c2_22_16_3_mcr,from that moment on,1
es_wr_c2_22_16_3_mcr,in the end,1
es_wr_c2_22_18_3_alc,throughout,1
es_wr_c2_22_19_3_man,in the end,1
es_wr_c2_23_17_3_db,after that,1
es_wr_c2_23_17_3_sma,in the end,1
es_wr_c2_23_17_3_sma,later,1
es_wr_c2_23_17_3_sma,meanwhile,1
es_wr_c2_23_17_3_zi,later,1
es_wr_c2_23_18_3_imms,after,1
es_wr_c2_23_18_3_imms,instead of,1
es_wr_c2_24_19_3_imms,but,1
es_wr_c2_24_19_3_imms,on the other hand,1
es_wr_c2_25_15_3_imms,but,1
es_wr_c2_25_15_3_imms,on the other hand,1
es_wr_c2_27_15_3_alr,in spite of,1
es_wr_c2_27_15_3_alr,whereas,1
es_wr_c2_30_24_14_rsr,after,1
es_wr_c2_30_27_3_rclr,while,1
es_wr_c2_48_8_3_rjsg,so,1
es_wr_c2_57_49_14_mamc,while,1
et_wr_c1_41_8_14_ji,finally,1
fr_wr_a2_19_7_14_rd,first of all,1
fr_wr_b1_19_8.5_14_nd,then,1
it_wr_a2_19_14_14_dg,in the end,1
it_wr_a2_19_14_14_ls,in the end,1
it_wr_a2_19_14_14_ls,next,1
it_wr_b1_19_13_14_au,then,2
it_wr_b1_19_13_14_lb,but,1
it_wr_b1_19_13_14_lb,so,1
it_wr_b1_19_14_14_gc,anyway,1
it_wr_b1_19_14_14_gc,for this reason,1
it_wr_b1_19_14_14_gc,initially,1
it_wr_b1_19_14_14_mc,at that moment,1
it_wr_b1_19_14_14_mc,in the end,1
it_wr_b1_20_13_14_am,after that,1
it_wr_b1_20_13_14_am,in the end,1
it_wr_b1_20_13_14_mb,finally,1
it_wr_b1_20_14_14_ii,then,1
it_wr_b1_20_14_14_mc,after,1
it_wr_b1_20_14_14_mc,after that,1
it_wr_b1_20_14_14_mc,so,1
it_wr_b1_20_14_14_mc,then,1
it_wr_b1_20_14_14_ms,so,1
it_wr_b1_20_15_14_ma,at first,1
it_wr_b1_20_15_14_ma,at this point,1
it_wr_b1_21_10_14_xxxy,after,2
it_wr_b1_23_12_14_ad,in the end,1
it_wr_b1_26_13_14_cf,after that,1
it_wr_b2_19_13_14_ab,at this point,2
it_wr_b2_19_13_14_ab,finally,1
it_wr_b2_19_13_14_bs,after,1
it_wr_b2_19_13_14_bs,but,1
it_wr_b2_19_13_14_bs,even if,1
it_wr_b2_19_13_14_bs,later,1
it_wr_b2_19_13_14_dc,after,1
it_wr_b2_19_13_14_dc,in the end,1
it_wr_b2_19_13_14_dc,then,1
it_wr_b2_19_13_14_fr,furthermore,1
it_wr_b2_19_13_14_mm,eventually,1
it_wr_b2_19_13_14_mm,then,1
it_wr_b2_19_13_14_ni,so,1
it_wr_b2_19_14_14_ad,in the end,1
it_wr_b2_19_14_14_bc,at this point,1
it_wr_b2_19_14_14_bc,however,1
it_wr_b2_19_14_14_bgg,in the end,1
it_wr_b2_19_14_14_bm,later,1
it_wr_b2_19_14_14_cv,soon,2
it_wr_b2_19_14_14_meb,in the end,1
it_wr_b2_19_14_14_mp,afterwards,1
it_wr_b2_19_14_14_mp,finally,1
it_wr_b2_19_14_14_mp,furthermore,1
it_wr_b2_19_14_14_mp,however,1
it_wr_b2_19_14_14_mp,in conclusion,1
it_wr_b2_19_14_14_mp,soon,1
it_wr_b2_19_14_14_xxxab,after,2
it_wr_b2_19_14_14_xxxab,although,1
it_wr_b2_19_14_14_xxxab,but,2
it_wr_b2_19_14_14_xxxab,while,1
it_wr_b2_19_15_14_vb,at this point,1
it_wr_b2_19_15_14_vb,while,1
it_wr_b2_19_6_14_mz,but,2
it_wr_b2_19_6_14_mz,so,1
it_wr_b2_19_8_14_ff,finally,1
it_wr_b2_19_9_14_bm,lastly,1
it_wr_b2_20_12_14_nc,after,1
it_wr_b2_20_13_14_bb,at first,1
it_wr_b2_20_13_14_bb,next,1
it_wr_b2_20_14_14_aa,finally,1
it_wr_b2_20_14_14_cg,in the end,1
it_wr_b2_20_14_14_cg,second,1
it_wr_b2_20_14_14_gb,after that,1
it_wr_b2_20_14_14_gb,at this point,1
it_wr_b2_20_14_14_mj,after that,1
it_wr_b2_20_14_14_mj,in the end,1
it_wr_b2_20_14_14_sl,however,1
it_wr_b2_20_14_14_sl,in the end,1
it_wr_b2_20_14_14_vd,afterwards,1
it_wr_b2_20_14_14_vd,however,1
it_wr_b2_20_15_14_gb,then,1
it_wr_b2_20_15_14_sz,at first,1
it_wr_b2_20_15_14_sz,in conclusion,1
