text_id,analysis_level,detected_item,feature_code,macro_category,path_2,path_3,path_4,path_5,taxis,raw_count,per_1000,word_count_text,word_count_source
cn_wr_a2_24_14_14_jz,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,3.105590062111801,322,parser_full_text
cn_wr_a2_24_14_14_jz,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,1,3.105590062111801,322,parser_full_text
cn_wr_a2_25_21_14_zw,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.331002331002331,429,parser_full_text
cn_wr_a2_25_21_14_zw,inter_sentential_v2,at last,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.331002331002331,429,parser_full_text
cn_wr_a2_25_21_14_zw,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,2.331002331002331,429,parser_full_text
cn_wr_b1_19_12_14_zxy,inter_sentential_v2,at last,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,3.3783783783783785,296,parser_full_text
cn_wr_b1_19_12_14_zxy,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,2,6.756756756756757,296,parser_full_text
cn_wr_b1_20_11_14_pjy,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,2.6954177897574128,371,parser_full_text
cn_wr_b1_20_11_14_pjy,inter_sentential_v2,in the end,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.6954177897574128,371,parser_full_text
cn_wr_b1_20_11_14_pjy,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,4,10.781671159029651,371,parser_full_text
cn_wr_b1_21_17_14_jlh,inter_sentential_v2,at the same time,intersent_enh_spatio_temporal_simple_sim,Enhancement,Spatio-temporal,Simple,Simultaneous,,,1,1.9607843137254901,510,parser_full_text
cn_wr_b1_21_17_14_jlh,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,1.9607843137254901,510,parser_full_text
cn_wr_b1_21_17_14_jlh,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,1.9607843137254901,510,parser_full_text
cn_wr_b1_21_18_14_myc,inter_sentential_v2,in the end,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.4154589371980677,414,parser_full_text
cn_wr_b1_21_18_14_myc,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.4154589371980677,414,parser_full_text
cn_wr_b1_21_8_14_gyw,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,3.0395136778115504,329,parser_full_text
cn_wr_b1_21_8_14_gyw,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,3,9.11854103343465,329,parser_full_text
cn_wr_b1_22_13_14_cxy,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.7472527472527473,364,parser_full_text
cn_wr_b1_22_13_14_cxy,inter_sentential_v2,later,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.7472527472527473,364,parser_full_text
cn_wr_b1_22_14_14_hym,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.1786492374727673,459,parser_full_text
cn_wr_b1_22_14_14_hym,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,2,4.357298474945535,459,parser_full_text
cn_wr_b1_22_14_14_hym,inter_sentential_v2,coincidentally,intersent_enh_spatio_temporal_simple_sim,Enhancement,Spatio-temporal,Simple,Simultaneous,,,1,2.1786492374727673,459,parser_full_text
cn_wr_b1_22_14_14_hym,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,2,4.357298474945535,459,parser_full_text
cn_wr_b1_22_14_14_hym,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.1786492374727673,459,parser_full_text
cn_wr_b1_23_17_14_cjx,inter_sentential_v2,after a while,intersent_enh_spatio_temporal_complex_interrupted,Enhancement,Spatio-temporal,Complex,Interrupted,,,1,2.314814814814815,432,parser_full_text
cn_wr_b1_23_17_14_cjx,inter_sentential_v2,at the same time,intersent_enh_spatio_temporal_simple_sim,Enhancement,Spatio-temporal,Simple,Simultaneous,,,1,2.314814814814815,432,parser_full_text
cn_wr_b1_23_17_14_cjx,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,2.314814814814815,432,parser_full_text
cn_wr_b1_23_17_14_cjx,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.314814814814815,432,parser_full_text
cn_wr_b1_23_17_14_cjx,inter_sentential_v2,unfortunately,intersent_enh_caus_conc,Enhancement,Causal-Conditional,Concessive,,,,1,2.314814814814815,432,parser_full_text
cn_wr_b1_23_17_14_tan,inter_sentential_v2,also,intersent_ext_add_positive,Extension,Addition,Positive,,,,1,3.6101083032490977,277,parser_full_text
cn_wr_b1_23_17_14_tan,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,2,7.220216606498195,277,parser_full_text
cn_wr_b1_23_17_14_tan,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,3.6101083032490977,277,parser_full_text
cn_wr_b1_23_17_14_tan,inter_sentential_v2,meanwhile,intersent_enh_spatio_temporal_simple_sim,Enhancement,Spatio-temporal,Simple,Simultaneous,,,1,3.6101083032490977,277,parser_full_text
cn_wr_b1_24_10_14_jy,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.398081534772182,417,parser_full_text
cn_wr_b1_24_10_14_jy,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,2,4.796163069544364,417,parser_full_text
cn_wr_b1_24_10_14_jy,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,2,4.796163069544364,417,parser_full_text
cn_wr_b1_24_10_14_jy,inter_sentential_v2,while,intersent_ext_adv,Extension,Adversative,,,,,1,2.398081534772182,417,parser_full_text
cn_wr_b1_24_14_14_zy,inter_sentential_v2,lastly,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.9069767441860463,344,parser_full_text
cn_wr_b1_24_15_14_yd,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,1,2.4390243902439024,410,parser_full_text
cn_wr_b1_24_15_14_yd,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.4390243902439024,410,parser_full_text
cn_wr_b1_25_12_14_gj,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,2.7027027027027026,370,parser_full_text
cn_wr_b1_25_12_14_gj,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.7027027027027026,370,parser_full_text
cn_wr_b1_25_12_14_gj,inter_sentential_v2,while,intersent_ext_adv,Extension,Adversative,,,,,1,2.7027027027027026,370,parser_full_text
cn_wr_b1_28_14_14_yxy,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,2.5252525252525255,396,parser_full_text
cn_wr_b1_30_10_14_zqm,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,2.949852507374631,339,parser_full_text
cn_wr_b1_30_10_14_zqm,inter_sentential_v2,in the end,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.949852507374631,339,parser_full_text
cn_wr_b1_30_10_14_zqm,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,2,5.899705014749262,339,parser_full_text
cn_wr_b1_30_12_14_hyw,inter_sentential_v2,at last,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.985074626865672,335,parser_full_text
cn_wr_b1_30_27_14_wyh,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,1,3.4602076124567476,289,parser_full_text
cn_wr_b1_31_21_14_w,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,3.246753246753247,308,parser_full_text
cn_wr_b1_31_21_14_w,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,3.246753246753247,308,parser_full_text
cn_wr_b1_31_21_14_w,inter_sentential_v2,so,intersent_enh_caus_general,Enhancement,Causal-Conditional,General,,,,1,3.246753246753247,308,parser_full_text
