text_id,macro_category,n_cases
gig_219,Enhancement,8
gig_219,Extension,2
gig_21a,Enhancement,1
gig_220,Enhancement,3
gig_223,Enhancement,1
gig_224,Enhancement,2
gig_225,Enhancement,1
gig_226,Enhancement,1
gig_227,Elaboration,1
gig_227,Extension,1
gig_228,Enhancement,2
gig_229,Enhancement,5
gig_229,Extension,2
gig_230,Enhancement,2
gig_231,Enhancement,3
gig_231,Extension,2
gig_232,Enhancement,2
gig_232,Extension,1
gig_233,Enhancement,2
gig_234,Enhancement,1
gig_236,Enhancement,1
gig_236,Extension,2
gig_238,Extension,2
gig_239,Enhancement,2
gig_239,Extension,3
gig_240,Elaboration,1
gig_240,Extension,3
gig_241,Extension,1
gig_242,Extension,2
gig_243,Enhancement,1
gig_244,Elaboration,1
gig_244,Enhancement,1
gig_244,Extension,4
gig_246,Enhancement,1
gig_246,Extension,2
gig_247,Enhancement,2
gig_247,Extension,5
gig_248,Enhancement,1
gig_248,Extension,1
gig_249,Extension,1
gig_251,Enhancement,2
gig_251,Extension,1
gig_254,Enhancement,1
gig_254,Extension,1
gig_256,Extension,1
gig_258,Extension,3
gig_259,Enhancement,1
gig_25a,Enhancement,1
gig_25a,Extension,1
gig_25c,Enhancement,1
gig_25d,Enhancement,5
gig_260,Extension,1
gig_262,Extension,1
gig_264,Enhancement,2
gig_264,Extension,2
gig_269,Enhancement,3
gig_270,Extension,2
gig_271,Enhancement,1
gig_271,Extension,1
gig_272,Enhancement,4
gig_272,Extension,1
gig_273,Enhancement,2
gig_275,Elaboration,1
gig_278,Enhancement,1
gig_279,Enhancement,1
gig_27c,Extension,2
gig_282,Enhancement,1
gig_282,Extension,1
gig_283,Enhancement,2
gig_284,Enhancement,1
gig_285,Enhancement,2
gig_286,Extension,1
gig_289,Enhancement,1
gig_28d,Enhancement,1
gig_290,Enhancement,1
gig_291,Enhancement,1
gig_293,Extension,1
gig_294,Elaboration,1
gig_294,Enhancement,2
gig_294,Extension,2
gig_297,Enhancement,1
gig_299,Extension,1
gig_3,Enhancement,1
gig_3,Extension,3
gig_300,Enhancement,1
gig_300,Extension,2
gig_301,Enhancement,1
gig_301,Extension,2
gig_304,Elaboration,2
gig_304,Enhancement,2
gig_307,Enhancement,2
gig_307,Extension,2
gig_308,Enhancement,1
gig_309,Enhancement,2
gig_310,Enhancement,1
gig_312,Enhancement,2
gig_314,Extension,1
gig_316c,Enhancement,1
gig_316e,Enhancement,2
gig_317c,Enhancement,3
gig_317e,Enhancement,1
gig_317f,Enhancement,1
gig_317g,Extension,1
gig_317j,Enhancement,1
gig_318a,Enhancement,4
gig_318b,Extension,4
gig_319c,Enhancement,1
gig_31b,Enhancement,2
gig_31c,Enhancement,1
gig_31d,Enhancement,2
gig_320a,Enhancement,3
gig_321a,Enhancement,3
gig_321a,Extension,3
gig_321c,Enhancement,4
gig_321c,Extension,7
gig_321d,Enhancement,2
gig_322a,Extension,1
gig_322c,Enhancement,4
gig_323a,Enhancement,1
gig_323c,Enhancement,3
gig_324a,Enhancement,1
gig_324c,Enhancement,9
gig_324d,Extension,1
gig_324e,Enhancement,4
gig_325b,Enhancement,1
gig_325b,Extension,2
gig_325c,Enhancement,6
gig_326d,Enhancement,2
gig_327a,Enhancement,3
gig_327d,Enhancement,1
gig_328b,Extension,1
gig_328c,Enhancement,1
gig_328c,Extension,1
gig_328d,Elaboration,2
gig_328d,Extension,1
gig_328e,Enhancement,2
gig_328e,Extension,3
gig_329c,Enhancement,2
gig_329c,Extension,1
gig_329e,Enhancement,1
gig_32d,Enhancement,1
gig_32d,Extension,1
gig_330a,Enhancement,1
gig_330a,Extension,2
gig_330b,Enhancement,1
gig_330c,Extension,1
gig_330d,Enhancement,1
gig_330e,Elaboration,1
gig_330e,Enhancement,1
gig_330f,Enhancement,4
gig_330f,Extension,1
gig_330g,Enhancement,1
gig_330g,Extension,1
gig_331c,Enhancement,6
gig_331d,Enhancement,3
gig_331e,Enhancement,1
gig_332b,Enhancement,1
gig_332c,Enhancement,1
gig_332c,Extension,1
gig_332d,Enhancement,2
gig_332e,Enhancement,1
gig_332e,Extension,1
gig_332g,Extension,1
gig_333a,Enhancement,3
gig_333b,Enhancement,2
gig_333e,Enhancement,1
gig_333f,Enhancement,1
gig_333f,Extension,1
gig_333g,Enhancement,1
gig_333g,Extension,2
gig_334a,Extension,1
gig_334b,Enhancement,1
gig_334b,Extension,1
gig_334c,Enhancement,1
gig_334d,Extension,2
gig_334e,Enhancement,1
gig_334f,Enhancement,4
gig_334h,Enhancement,1
gig_335a,Enhancement,1
gig_335a,Extension,1
gig_335b,Enhancement,1
gig_335d,Enhancement,4
gig_335d,Extension,1
gig_335f,Enhancement,2
gig_335g,Enhancement,2
